ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
03331,F,White,0,17700,107395,133433,DebtCon,ProfExe,6,0,0,96.157561735,0,13,27.592277381
03332,F,Multiracial,0,17700,71399,96588,HomeImp,ProfExe,7,0,0,83.59853183,0,16,33.626585668
03333,M,White,0,17700,98476,136319,DebtCon,Office,2,,,110.73572859,3,16,32.221024839
03334,M,White,0,17700,85150,113104,DebtCon,ProfExe,11,0,0,148.0652591,2,19,38.962872064
03335,F,White,1,17700,58016,76416,DebtCon,Office,4,0,0,28.011491753,5,10,41.463373328
03336,M,White,0,17700,47064,71698,DebtCon,ProfExe,3,0,0,244.51806442,3,32,30.403203826
03337,F,White,0,17700,,55796,DebtCon,Office,1,0,0,85.183412567,2,8,40.20948611
03338,F,White,0,17700,56375,90435,DebtCon,Office,0,0,0,70.225870315,0,23,36.023276773
03339,M,White,0,17700,72911,97317,DebtCon,Mgr,1,0,0,82.39838379,0,17,25.329250867
03340,F,White,0,17700,82302,111228,HomeImp,ProfExe,4,0,0,118.4559036,0,25,37.160561204
03341,M,White,0,17800,61494,85864,DebtCon,Other,2,0,0,303.83765082,3,15,40.246312084
03342,M,White,0,17800,38770,64357,DebtCon,Other,17,0,0,282.9357846,0,21,27.97949547
03343,F,Multiracial,0,17800,39686,67246,DebtCon,Null,5,0,0,114.18355498,1,10,27.575809699
03344,F,White,0,17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.459087678
03345,M,White,0,17800,,95639,Null,Other,,0,0,179.84935161,1,9,33.142257222
03346,F,Black,0,17800,107736,113100,DebtCon,Other,1,0,0,135.12322489,2,20,38.937112238
03347,F,White,0,17800,56956,74305,DebtCon,Office,0,0,0,187.18332939,0,24,31.817471916
03348,F,White,0,17800,60611,89943,DebtCon,Office,29,0,0,208.46653704,0,21,30.813240588
03349,F,White,0,17800,58942,91483,HomeImp,ProfExe,5,0,0,123.73667435,0,13,28.155959991
03350,F,Other,0,17800,68889,85642,DebtCon,Other,0,2,2,105.76796088,2,25,34.629922009
03351,M,White,0,17800,100277,163702,Null,Other,,1,,256.85447121,,24,36.354036449
03352,F,White,0,17800,51689,115660,DebtCon,ProfExe,16,0,0,270.04499102,0,19,27.467001805
03353,M,White,0,17800,137169,182280,DebtCon,Mgr,12,0,0,241.37530714,0,21,28.846448119
03354,F,Asian,0,17800,13839,171378,HomeImp,Mgr,23,0,0,86.702624803,2,21,31.359609533
03355,F,Other,0,17800,13660,173360,HomeImp,Mgr,23,0,0,78.838898801,2,21,30.062792323
03356,M,White,0,17800,8642,88369,HomeImp,Other,13,0,0,265.02210303,0,22,26.480792368
03357,M,Other,0,17800,36902,57622,HomeImp,Other,9,0,0,121.87970265,0,10,19.142116568
03358,M,White,0,17800,54003,116434,DebtCon,ProfExe,18,0,0,268.71530396,0,19,24.251971765
03359,M,Asian,0,17800,69306,94504,HomeImp,ProfExe,7,0,0,85.850829978,0,15,32.294216902
03360,M,Black,0,17800,56432,157665,DebtCon,ProfExe,20,0,0,238.16689863,0,27,20.079334384
03361,M,White,0,17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.509012068
03362,M,White,1,17900,70046,135917,DebtCon,Self,1,1,2,138.01100827,0,16,38.289202295
03363,F,White,0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.96383104,0,34,39.831500564
03364,M,White,0,17900,62697,89848,DebtCon,Office,7,0,0,113.05889691,0,19,24.072191356
03365,F,White,0,17900,72501,94488,DebtCon,Office,1,0,0,162.38956192,3,19,29.961189014
03366,M,Multiracial,0,17900,97335,167384,Null,Other,,0,,250.48710842,,24,39.15632328
03367,M,Asian,0,17900,63559,81536,HomeImp,ProfExe,13,0,3,176.87076849,0,13,26.189767088
03368,F,White,0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.710657289
03369,M,White,0,17900,38233,63578,DebtCon,Null,6,1,0,79.1215828,2,9,26.518830695
03370,F,White,0,17900,70444,95860,HomeImp,Office,7,,,95.684254766,0,11,38.142822739
03371,M,White,1,17900,96450,135822,HomeImp,ProfExe,6,0,1,90.3,6,5,
03372,M,Asian,0,17900,102054,143103,DebtCon,Office,5,,,125.85853903,2,16,32.847435051
03373,M,Black,0,17900,56273,111507,HomeImp,Office,1,,2,123.02256355,1,23,39.491487113
03374,F,White,1,17900,51080,92051,HomeImp,Mgr,10,0,0,117.08978536,0,31,42.373232999
03375,M,White,0,17900,46342,68029,DebtCon,Mgr,26,1,0,279.00708055,1,17,36.07297543
03376,F,Asian,0,17900,110332,130756,DebtCon,Other,2,0,1,288.65558416,1,47,41.946375198
03377,F,White,0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.861641243,0,17,26.405666645
03378,F,White,1,17900,,31953,HomeImp,Other,10,0,1,74.429307591,1,2,29.975603348
03379,F,White,0,18000,68000,98898,DebtCon,Office,10,0,0,206.96666667,2,13,
03380,F,White,0,18000,49255,61752,DebtCon,Other,8,0,0,122.06196718,3,49,30.033722382
03381,M,White,0,18000,62216,85503,DebtCon,Other,3,0,0,307.25070127,2,15,41.439390666
03382,M,White,0,18000,97523,130166,DebtCon,Mgr,5,,,247.97282353,3,42,40.591687385
03383,F,Black,0,18000,63508,94991,DebtCon,Office,1,0,0,155.88472429,0,25,23.58566428
03384,F,White,0,18000,65836,100292,HomeImp,ProfExe,22,0,0,237.10163194,0,24,36.33819671
03385,M,White,0,18000,,53365,DebtCon,Other,,,,340.46080102,,17,30.575650029
03386,F,Black,0,18000,72152,102671,HomeImp,ProfExe,7,0,0,84.639348205,0,16,32.886875225
03387,M,Other,0,18000,88509,112933,DebtCon,ProfExe,4,0,0,150.80236935,1,21,23.200941214
03388,F,White,0,18000,84824,115146,DebtCon,Other,21,0,0,293.98043579,0,16,27.097523474
03389,M,White,0,18000,23252,50750,DebtCon,ProfExe,16,0,0,180.6,1,20,
03390,M,White,0,18000,46865,61266,DebtCon,Null,5,0,0,102.59467389,2,9,26.353753375
03391,F,White,0,18000,105000,172500,DebtCon,Office,6,0,0,219.16666667,4,24,
03392,M,White,0,18000,23000,46000,DebtCon,Other,0.2,,,312.53333333,,25,
03393,M,Asian,0,18000,7051,66200,DebtCon,Office,,0,0,250.56666667,0,22,
03394,M,Multiracial,0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.56666667,2,26,
03395,F,Black,0,18000,124000,195000,HomeImp,ProfExe,13,0,0,202.9,0,22,
03396,F,White,0,18000,94554,119000,HomeImp,Mgr,1,0,1,308.46666667,1,20,
03397,M,Black,0,18000,90000,120600,DebtCon,Office,25,0,0,272.93333333,3,17,
03398,F,White,0,18000,45000,68500,DebtCon,ProfExe,10,0,0,190.8,1,42,
03399,M,White,0,18000,56000,78000,DebtCon,Null,4,0,0,108.53333333,0,16,
03400,M,White,1,18000,62000,160800,HomeImp,ProfExe,15,0,0,129.83333333,1,11,
03401,F,White,1,18000,12900,21500,HomeImp,Office,5,3,0,109.56666667,0,33,
03402,F,Multiracial,1,18000,57988,86970,DebtCon,Other,16,0,0,165.33333333,2,14,
03403,F,White,1,18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
03404,M,White,1,18000,39005,60000,DebtCon,Other,10,2,0,112.63333333,5,5,
03405,M,Black,1,18000,47000,69000,DebtCon,Other,6,3,2,110.63333333,2,24,
03406,F,White,0,18000,52301,79959,DebtCon,Other,1,,1,290.2806482,0,9,37.16369797
03407,M,White,0,18000,55169,114786,HomeImp,Office,2,,2,120.15410625,0,24,37.547732856
03408,F,Black,0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.42643974,0,30,37.877411067
03409,M,White,1,18000,48724,72654,DebtCon,Other,7,0,0,62.088605958,0,4,31.570298921
03410,M,White,0,18000,161413,196860,DebtCon,Other,7,0,0,,2,16,30.778166837
03411,F,White,0,18000,90275,135792,DebtCon,Mgr,13,0,0,178.66176401,1,26,33.336960792
03412,M,White,0,18000,74162,89823,DebtCon,Other,0,2,1,121.76146583,1,26,34.025207507
03413,M,Asian,1,18000,114000,147140,DebtCon,Other,5,0,0,122.73333333,2,13,
03414,M,Black,0,18000,50409,78404,DebtCon,ProfExe,9,0,0,191.28207894,0,42,39.483023972
03415,M,Multiracial,0,18000,54196,71412,DebtCon,ProfExe,10,0,0,189.87427039,1,42,37.352105103
03416,M,Other,0,18000,41814,62845,HomeImp,Other,27,0,0,244.88185992,0,14,23.537045228
03417,F,Black,0,18000,,97026,Null,Other,,0,0,182.59781573,1,9,30.675510367
03418,F,White,0,18000,107546,176314,DebtCon,Office,6,0,0,218.01938613,3,23,40.15214366
03419,F,Black,0,18100,81916,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.678025773
03420,F,Multiracial,0,18100,144692,183630,DebtCon,Mgr,11,0,0,256.2054726,0,21,27.384116512
03421,M,Multiracial,0,18100,53524,102133,HomeImp,Other,0,0,3,52.94238739,1,9,40.616797274
03422,M,Black,0,18100,46145,72200,DebtCon,ProfExe,11,0,0,178.19207766,0,42,40.574022482
03423,F,White,1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.272297524
03424,M,White,0,18100,57864,164069,DebtCon,ProfExe,19,0,0,247.54527102,0,27,21.469271809
03425,M,White,0,18100,71814,89941,DebtCon,Other,10,0,0,83.167810785,3,11,32.285405494
03426,F,Black,0,18100,62783,86066,DebtCon,Other,0,0,0,293.35858684,2,15,43.617714297
03427,M,White,0,18100,89454,119019,DebtCon,Other,13,0,0,127.24619628,1,8,37.525272691
03428,F,White,0,18100,112832,182418,DebtCon,Office,8,0,0,230.07213106,3,23,40.298698909
03429,M,Multiracial,0,18100,95322,119643,HomeImp,Mgr,2,0,0,313.60338664,1,20,42.119285302
03430,F,Multiracial,0,18100,22203,138057,DebtCon,Other,8,0,0,356.90906747,1,10,40.874382077
03431,F,Multiracial,0,18100,73356,86885,DebtCon,Other,10,0,0,73.746710533,3,12,31.571018889
03432,F,Other,0,18100,27186,77694,HomeImp,Other,,0,0,249.4133616,0,50,43.727930478
03433,F,White,0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.53221405,1,16,24.449452808
03434,F,White,0,18100,23928,55734,DebtCon,ProfExe,17,0,0,175.89535449,0,19,37.945522273
03435,F,White,0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.90961318,1,20,29.016609979
03436,M,Other,0,18100,18611,171194,HomeImp,Self,5,0,0,313.03794532,0,26,27.199154012
03437,F,White,0,18200,50250,72000,DebtCon,Mgr,10,2,0,75.066666667,3,28,
03438,M,Black,0,18200,93702,158647,HomeImp,ProfExe,4,0,1,96.177793274,0,16,34.709935978
03439,F,White,0,18200,16386,170310,HomeImp,Mgr,23,0,0,73.007277303,2,20,29.804601445
03440,F,White,1,18200,67809,89339,DebtCon,Sales,0,3,0,102.46098622,2,19,38.345340781
03441,F,Multiracial,0,18200,13925,94898,DebtCon,Other,22,0,0,223.90191801,2,41,35.998225405
03442,F,White,0,18200,34593,56658,DebtCon,Other,15,0,0,126.04800979,1,18,36.926634786
03443,F,White,0,18200,49653,159076,DebtCon,ProfExe,20,0,0,231.54972268,0,27,20.415931614
03444,M,White,0,18200,94727,136877,DebtCon,Mgr,15,0,0,168.95996818,2,26,36.056437467
03445,F,Black,1,18200,55406,78682,DebtCon,Other,,0,0,122.71770946,0,39,33.693831299
03446,M,Multiracial,0,18200,4447,21510,DebtCon,Other,,0,0,67,2,19,
03447,F,White,1,18200,139000,171350,DebtCon,Other,0.1,0,1,102.5,7,18,
03448,F,White,0,18200,97146,124195,DebtCon,Office,24,0,0,278.3074217,2,17,32.721694978
03449,M,White,0,18200,61690,89963,HomeImp,ProfExe,15,0,2,157.40967898,0,14,27.946675965
03450,F,White,0,18200,61554,94510,DebtCon,Office,2,0,0,161.35269333,0,24,23.896554711
03451,F,White,0,18200,4927,30198,DebtCon,Other,,0,0,89.599838668,1,19,41.230526879
03452,F,White,0,18200,53646,156048,DebtCon,ProfExe,20,0,0,232.29712557,0,27,20.856067533
03453,F,Multiracial,0,18200,120966,208782,DebtCon,Other,4,0,0,202.53433338,0,17,27.436646043
03454,M,White,0,18200,62141,90434,DebtCon,Office,0,0,0,69.410776649,0,22,35.357287245
03455,F,Asian,0,18200,68743,92112,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.692666627
03456,M,White,1,18200,95091,113294,DebtCon,ProfExe,15,0,3,188.50461695,0,36,78.654386048
03457,F,White,0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.44302157,2,22,38.939650897
03458,F,White,0,18200,63852,93356,DebtCon,Other,1,0,0,181.91176992,0,31,33.209409246
03459,F,White,0,18200,39109,62371,HomeImp,Other,25,0,0,268.19826067,0,13,24.748181035
03460,M,White,0,18200,57980,79265,DebtCon,Other,16,0,0,194.05429283,0,20,37.725760606
03461,F,White,0,18300,40018,65355,DebtCon,Other,16,1,0,287.97462979,0,21,28.362882965
03462,M,Other,0,18300,90337,103864,HomeImp,ProfExe,3,0,0,118.53458669,0,25,39.720488984
03463,F,Other,0,18300,109437,114900,DebtCon,Other,1,0,0,138.17185084,1,20,38.332316894
03464,M,White,0,18300,55584,95236,Null,ProfExe,10,0,0,,1,15,24.590633188
03465,F,Multiracial,0,18300,121001,210685,DebtCon,Other,2,0,0,192.97728543,0,16,26.860500326
03466,M,Other,0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.61441489,1,19,36.299617975
03467,F,White,0,18300,63351,87645,DebtCon,Other,1,0,0,324.614647,3,15,43.90230255
03468,M,White,0,18300,109192,139384,DebtCon,ProfExe,6,0,0,122.86557582,0,14,29.397593104
03469,M,White,0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.51585064,3,18,38.899231691
03470,M,White,0,18300,31427,60249,DebtCon,Other,16,0,0,110.55227739,0,18,40.00125599
03471,F,White,0,18300,35975,60500,DebtCon,Office,13,0,2,118.66666667,1,22,
03472,F,Other,1,18300,60100,82506,DebtCon,ProfExe,10,3,1,171.46666667,2,64,
03473,F,White,0,18300,73510,95132,DebtCon,Mgr,0,0,0,86.684295749,0,17,25.244046294
03474,F,White,0,18300,93728,153093,HomeImp,ProfExe,5,0,0,109.33710593,0,16,36.213987487
03475,M,White,0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.843161697,0,17,27.633516483
03476,M,Multiracial,0,18300,68517,97151,HomeImp,ProfExe,7,0,0,77.521818836,0,15,32.004056088
03477,F,White,0,18300,12169,93564,HomeImp,Other,13,0,1,274.48139853,0,23,30.269218177
03478,M,Black,0,18300,89455,124840,DebtCon,ProfExe,13,,,148.76466054,,24,29.962401502
03479,F,White,0,18300,67550,95440,DebtCon,Office,3,0,0,154.15011358,0,25,22.854999265
03480,M,White,0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.794701258,0,15,32.74121014
03481,F,White,0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.84976303,2,21,21.76282696
03482,M,White,0,18400,65519,89276,DebtCon,Other,0,1,2,123.09855199,2,26,36.354203237
03483,M,White,1,18400,88352,110216,HomeImp,Other,1,0,0,376.72364282,3,31,47.830671133
03484,M,White,0,18400,94280,122172,DebtCon,Office,23,0,0,280.04883361,2,16,33.363528658
03485,F,White,0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
03486,M,White,0,18400,61049,96397,DebtCon,Office,2,0,0,80.155757172,0,23,35.425579192
03487,M,White,0,18400,99902,125249,DebtCon,Office,26,0,0,294.42411801,2,16,33.488547383
03488,M,White,1,18400,72718,98065,DebtCon,Other,8,0,0,119.05781713,0,19,35.364128433
03489,M,White,1,18400,116228,148722,DebtCon,Other,1,0,0,159.16923466,2,25,38.079761822
03490,M,Other,0,18400,110580,137926,DebtCon,ProfExe,6,0,0,93.432749909,0,13,29.116887715
03491,M,White,0,18400,94952,129177,DebtCon,ProfExe,12,,,140.48070351,,24,29.967505846
03492,M,Multiracial,0,18400,83548,111626,DebtCon,ProfExe,9,0,0,163.85439342,3,17,37.078117787
03493,M,Multiracial,0,18400,16756,66340,DebtCon,Office,,0,0,239.84485263,0,21,38.662629402
03494,M,Asian,0,18400,40673,60418,HomeImp,Other,27,0,0,247.64957888,0,13,24.980298956
03495,F,White,0,18400,41730,59750,DebtCon,Null,6,1,0,109.96140649,1,10,27.911845443
03496,M,Asian,0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.01583301,0,23,39.707988067
03497,M,White,0,18400,75491,101745,DebtCon,ProfExe,0,0,0,279.37005066,1,20,38.750299661
03498,F,Black,1,18400,43188,68876,DebtCon,Other,,0,0,199.00057602,6,25,41.006103287
03499,F,White,0,18400,62300,95869,DebtCon,Other,2,0,0,172.75912343,1,31,35.189447274
03500,F,Multiracial,0,18500,57174,91772,HomeImp,ProfExe,4,0,0,129.66321658,0,13,28.904478844
03501,M,White,0,18500,46555,69186,DebtCon,ProfExe,19,0,0,187.23013253,0,22,38.188143858
03502,F,White,0,18500,,94125,Null,Other,,1,0,178.64563647,0,11,30.931410217
03503,M,Black,0,18500,26389,85552,DebtCon,ProfExe,7,0,0,152.04065885,1,21,27.356208077
03504,F,Multiracial,0,18500,14517,95150,HomeImp,Other,11,0,0,272.03410245,0,22,27.478583037
03505,F,White,0,18500,102472,115719,DebtCon,ProfExe,0,0,0,120.09026456,0,30,34.243440963
03506,F,White,0,18500,10934,66367,DebtCon,Sales,1,0,0,326.56732823,0,5,38.151671011
03507,F,White,0,18500,14111,71628,DebtCon,Office,,0,0,246.99093051,0,22,39.611541723
03508,F,Asian,0,18500,65165,90805,DebtCon,Office,2,0,0,160.73226514,0,25,25.372047645
03509,F,Black,0,18500,81938,106187,DebtCon,ProfExe,2,0,0,282.90060926,1,21,40.038841103
03510,F,Asian,0,18500,23618,37539,Null,Office,1,0,0,199.7237771,0,15,36.982729198
03511,F,Multiracial,0,18500,67686,95949,HomeImp,ProfExe,9,0,0,78.949070691,0,16,31.808242985
03512,F,White,0,18500,42683,68000,DebtCon,Office,3,0,0,229.3,0,12,
03513,M,Black,0,18500,67290,95750,DebtCon,Other,,2,1,237.1,2,14,
03514,F,White,0,18500,71000,95000,DebtCon,Mgr,6,0,0,71,7,24,
03515,M,Black,0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.38704889,1,42,37.772221651
03516,F,White,0,18500,99474,127470,DebtCon,Office,22,0,0,287.00225626,3,16,30.996027629
03517,F,White,0,18500,38145,59415,HomeImp,Other,25,0,0,241.89735737,0,14,23.870792259
03518,M,White,0,18500,90150,122767,DebtCon,ProfExe,12,,,135.57297776,,25,33.46387238
03519,M,White,0,18600,72860,90347,DebtCon,Other,0,1,1,104.04046687,2,26,36.025925278
03520,M,Multiracial,1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.71283572,1,14,27.646036576
03521,F,White,0,18600,84874,115759,DebtCon,ProfExe,9,0,0,146.06981083,3,18,39.834319933
03522,F,White,0,18600,47199,70134,DebtCon,Other,8,0,0,86.558860141,3,15,43.507938545
03523,M,White,1,18600,23850,61808,HomeImp,Other,12,0,0,46.946164052,0,8,40.852927503
03524,F,Other,0,18600,60709,89683,DebtCon,Other,1,0,0,316.31385839,2,16,43.756566038
03525,M,Black,0,18600,58992,86816,DebtCon,Null,4,0,0,103.50429531,0,16,40.956598244
03526,M,White,0,18600,96993,134785,DebtCon,Mgr,14,0,0,173.89751303,2,25,33.363269718
03527,F,White,0,18600,23792,79716,HomeImp,Other,,0,0,238.78983667,0,50,42.127124258
03528,F,White,0,18600,14167,71194,DebtCon,Office,,0,0,264.01712414,0,21,40.246901138
03529,M,Multiracial,0,18600,98200,123662,DebtCon,Office,0,,3,241.64223157,0,29,41.05065735
03530,M,White,0,18600,100144,153751,HomeImp,ProfExe,4,0,0,93.662170489,0,16,34.892733618
03531,M,White,0,18600,20915,40098,Null,Office,2,0,0,213.45053689,0,16,40.250033734
03532,F,Multiracial,0,18600,38674,63641,HomeImp,Other,23,0,0,245.04937197,0,13,25.180989842
03533,F,Other,0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.33943385,1,21,36.377322201
03534,M,White,0,18600,39783,59196,DebtCon,Other,17,0,0,279.81006654,0,21,29.774806835
03535,F,Other,0,18600,119741,212530,DebtCon,Other,4,1,0,202.28857763,0,17,27.07376116
03536,F,White,0,18600,48711,69611,HomeImp,Office,2,0,0,130.25313366,0,17,33.691188019
03537,M,White,1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.189005469,0,23,53.848219887
03538,M,Black,0,18600,49385,70220,DebtCon,ProfExe,6,0,0,229.474919,2,32,30.731396529
03539,F,Multiracial,0,18600,57300,8000,DebtCon,Other,6,,,68,1,17,
03540,M,White,0,18600,132785,155644,DebtCon,Mgr,,0,0,225.72750616,0,20,37.32857399
03541,M,White,0,18600,43438,69441,DebtCon,Office,1,0,0,229.2744494,0,11,35.800071424
03542,F,White,0,18600,,95085,Null,Other,,0,0,175.78799489,1,10,32.250915334
03543,M,Other,0,18600,,20700,DebtCon,ProfExe,6,0,0,104.53333333,1,19,
03544,M,White,0,18600,80970,101244,DebtCon,ProfExe,0,0,0,272.88259897,2,20,39.808993217
03545,M,White,0,18600,15243,172611,HomeImp,Mgr,25,0,0,73.441538538,2,21,29.095882796
03546,M,Other,1,18600,51936,75278,DebtCon,ProfExe,3,0,0,199.80175424,0,21,36.995645842
03547,F,White,0,18600,96476,119780,DebtCon,Office,0,,2,264.15312468,0,29,40.805743364
03548,F,White,0,18700,37883,64763,HomeImp,Other,25,0,0,236.99683653,0,13,23.621203075
03549,M,White,0,18700,58498,90135,DebtCon,Office,30,0,0,199.10927232,0,21,33.182239494
03550,M,White,0,18700,65458,84639,DebtCon,Other,0,1,2,97.146544029,2,25,33.690687903
03551,F,White,1,18700,39441,71345,DebtCon,Other,11,0,4,132.83675752,0,13,27.691648158
03552,M,White,0,18700,69954,104510,DebtCon,Office,10,0,0,211.24331121,2,13,33.549858765
03553,M,White,0,18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.675833586
03554,M,Multiracial,0,18700,47903,63933,HomeImp,Office,3,0,0,120.41804194,1,17,32.977596653
03555,M,Black,0,18700,136790,178135,DebtCon,Mgr,12,0,0,246.95441969,0,21,30.11861356
03556,M,Black,0,18700,99003,162566,Null,Other,,1,,252.26379877,,23,39.209039167
03557,F,White,0,18700,63990,94035,Null,ProfExe,9,0,0,,0,14,25.783356591
03558,M,White,0,18700,110292,132953,DebtCon,ProfExe,7,0,0,105.4248876,0,14,30.552752321
03559,M,White,0,18700,50354,79011,DebtCon,Other,1,,1,290.82702957,1,10,35.139034361
03560,M,White,0,18700,68196,89641,DebtCon,Other,0,2,1,112.97604123,1,26,34.414621628
03561,M,Multiracial,0,18700,93210,109980,DebtCon,ProfExe,7,0,0,145.48592651,2,20,22.496235519
03562,M,White,1,18700,70562,91223,DebtCon,Other,27,0,2,112.71036806,4,35,64.272476898
03563,M,White,0,18700,66197,83151,HomeImp,ProfExe,12,0,2,157.94598178,0,14,29.349485795
03564,M,White,0,18700,66891,94454,DebtCon,Office,0,0,0,160.71128201,3,20,32.784193505
03565,M,White,1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.517385302
03566,F,White,0,18700,45365,71853,DebtCon,Other,7,0,0,98.456484436,3,15,41.388747587
03567,F,White,0,18700,59929,89526,DebtCon,Office,0,0,0,64.454725278,0,22,35.087348647
03568,F,White,0,18700,87958,114696,DebtCon,Other,20,0,0,301.9122949,0,17,24.415219692
03569,M,White,0,18700,118208,130216,DebtCon,Null,14,0,0,190.95732454,0,17,40.748234633
03570,F,White,0,18700,39821,60672,HomeImp,Other,26,0,0,243.86876302,0,14,23.35928056
03571,M,Multiracial,0,18800,110098,120662,DebtCon,Other,0,0,0,122.16982106,1,21,39.322315408
03572,F,White,0,18800,77025,103322,HomeImp,ProfExe,8,0,0,87.133722098,0,15,33.405896838
03573,F,White,0,18800,70102,99841,HomeImp,ProfExe,10,0,0,68.168572872,0,16,32.853794362
03574,M,Other,1,18800,67666,167619,HomeImp,ProfExe,14,0,0,135.95180823,1,11,47.590528653
03575,F,White,0,18800,166737,199303,DebtCon,ProfExe,9,0,0,270.88268753,1,38,25.532128787
03576,M,White,1,18800,73396,137076,DebtCon,Office,18,0,1,163.59204517,4,20,40.375372412
03577,F,White,0,18800,96272,163250,DebtCon,Mgr,2,0,0,204.49258593,1,19,37.868355391
03578,F,Other,0,18800,98582,122597,HomeImp,Mgr,1,0,0,307.52479033,1,20,39.394168925
03579,F,Other,0,18800,7739,65181,DebtCon,Sales,0,0,0,315.23089754,0,6,37.983557776
03580,M,White,0,18800,66562,90325,DebtCon,Other,0,1,1,112.90326219,2,25,33.162271481
03581,F,White,1,18800,63836,87000,DebtCon,Other,8,2,1,110.56666667,2,33,
03582,F,Multiracial,0,18800,102120,165302,Null,Other,,0,,274.11292609,,24,40.105029842
03583,M,White,0,18800,91731,125902,DebtCon,Office,24,0,0,276.7274249,2,16,32.294304005
03584,F,Multiracial,0,18800,22782,60590,HomeImp,ProfExe,8,0,0,198.87639548,0,13,30.329929987
03585,F,White,0,18800,88828,116683,DebtCon,ProfExe,6,0,0,141.84139798,1,20,21.679278339
03586,F,White,0,18900,127269,203737,HomeImp,ProfExe,14,0,0,206.20003676,0,21,36.272858359
03587,F,Other,0,18900,,49442,DebtCon,Office,2,0,0,76.571848001,1,9,38.8759867
03588,F,White,0,18900,87081,115165,DebtCon,Other,13,0,0,120.46218617,1,8,34.400376562
03589,M,Other,0,18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.864019539
03590,F,White,0,18900,34583,59247,DebtCon,Other,15,0,0,89.340627109,0,17,39.990188361
03591,F,White,0,18900,91784,117626,DebtCon,Other,21,0,0,280.1234728,0,16,25.67302186
03592,M,White,0,18900,87657,117577,DebtCon,ProfExe,9,0,0,142.46649495,2,19,39.96618165
03593,F,White,0,18900,154563,198790,DebtCon,Other,7,0,0,,1,15,29.47261446
03594,F,White,1,18900,51075,78045,DebtCon,Office,2,1,5,74.091196034,1,15,42.198282202
03595,F,Multiracial,0,18900,39727,68477,DebtCon,Office,11,0,2,134.27984227,0,22,40.42119971
03596,M,White,1,18900,17800,40798,DebtCon,Office,6,2,0,167.46666667,2,16,
03597,M,Black,0,18900,68315,98175,HomeImp,Mgr,14,0,0,161.33333333,0,28,
03598,M,Other,0,18900,127559,154545,DebtCon,Mgr,,0,0,216.66951535,0,18,36.915878204
03599,M,White,0,18900,55238,112776,DebtCon,ProfExe,16,0,0,251.54939236,0,19,25.769499901
03600,F,White,0,18900,123206,205608,DebtCon,Other,4,0,0,201.30237176,0,17,27.527502021
03601,F,Black,1,18900,,75252,DebtCon,Null,,,,,,,42.919604974
03602,M,White,0,18900,100416,161147,DebtCon,Mgr,1,0,0,216.09704957,1,18,38.460499883
03603,F,Other,0,18900,44605,65489,DebtCon,ProfExe,15,0,0,189.00845586,0,23,38.57108327
03604,M,White,0,18900,69325,102438,DebtCon,Other,,2,1,222.65227491,2,13,43.524097796
03605,M,White,1,18900,61429,84990,DebtCon,ProfExe,8,3,1,166.17939921,2,64,40.436704805
03606,F,Multiracial,0,18900,101289,127485,HomeImp,Mgr,0,0,0,319.25081591,0,19,42.723232206
03607,F,White,0,18900,52640,113391,DebtCon,ProfExe,16,0,0,257.52379662,0,19,27.792323705
03608,F,White,0,18900,103130,120119,DebtCon,Other,7,0,0,292.7517427,1,19,30.681688914
03609,M,White,0,18900,64290,87837,DebtCon,Other,2,0,0,309.00545799,3,15,42.168358483
